City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,san pedro pochutla,15.7333,-96.4667,22.62,71,12,1.45,MX,2025-03-20 12:19:28
300,alaghsas,17.0187,8.0168,39.94,5,0,11.32,NE,2025-03-20 12:19:29
301,paka,4.6374,103.4368,27.96,74,100,2.06,MY,2025-03-20 12:19:30
302,weno,7.4515,151.8468,28.97,79,100,4.63,FM,2025-03-20 12:19:31
303,kampong cham,11.9934,105.4635,30.39,34,86,2.92,KH,2025-03-20 12:19:32
304,reggane,26.7158,0.1714,34.05,5,10,4.56,DZ,2025-03-20 12:19:34
305,aparecida,-22.8469,-45.2297,22.83,68,40,3.09,BR,2025-03-20 12:19:35
306,camana,-16.6228,-72.7111,21.21,84,82,2.08,PE,2025-03-20 12:19:36
307,zakamensk,50.3741,103.2863,5.18,62,100,2.5,RU,2025-03-20 12:19:37
308,anadyr,64.75,177.4833,-29.72,76,0,5.0,RU,2025-03-20 12:19:38
309,debesy,57.6529,53.8049,-0.57,82,100,5.18,RU,2025-03-20 12:19:40
310,murghob,38.1702,73.9667,-9.36,60,4,1.0,TJ,2025-03-20 12:19:41
311,sinop,41.7711,34.8709,-0.66,93,93,5.28,TR,2025-03-20 12:19:42
312,ghadamis,30.1337,9.5007,30.41,13,7,7.43,LY,2025-03-20 12:19:44
313,nazyvayevsk,55.5698,71.3529,1.36,100,100,1.81,RU,2025-03-20 12:19:45
314,kralendijk,12.15,-68.2667,27.99,78,20,7.2,BQ,2025-03-20 12:19:46
315,urangan,-25.3,152.9,24.29,86,43,4.05,AU,2025-03-20 12:19:47
316,marand,38.4329,45.7749,16.17,41,18,12.01,IR,2025-03-20 12:19:49
317,amarkantak,22.6667,81.75,30.29,20,64,2.55,IN,2025-03-20 12:19:50
318,geraldton,-28.7667,114.6,23.23,68,0,8.75,AU,2025-03-20 12:19:51
319,chibougamau,49.9168,-74.3659,0.79,93,100,1.54,CA,2025-03-20 12:19:52
320,sola,-13.8833,167.55,27.88,78,25,6.75,VU,2025-03-20 12:19:53
321,urengoy,65.9667,78.3667,-10.4,93,74,4.5,RU,2025-03-20 12:19:54
322,hadibu,12.65,54.0333,28.83,59,3,6.11,YE,2025-03-20 12:19:57
323,laojunmiao,39.8333,97.7333,4.5,20,24,4.93,CN,2025-03-20 12:19:58
324,san patricio,28.017,-97.5169,10.97,29,8,4.92,US,2025-03-20 12:19:59
325,malvan,16.0667,73.4667,29.67,57,0,7.28,IN,2025-03-20 12:20:01
326,hotan,37.0997,79.9269,15.16,10,30,5.23,CN,2025-03-20 12:20:02
327,novonikolayevskiy,50.9738,42.3649,7.66,71,99,3.13,RU,2025-03-20 12:20:03
328,yinchuan,38.4681,106.2731,11.22,10,0,2.56,CN,2025-03-20 12:20:04
329,as sulayyil,20.4607,45.5779,37.46,12,49,5.18,SA,2025-03-20 12:20:05
330,saint-louis,16.3333,-15.0,35.56,13,0,6.18,SN,2025-03-20 12:20:06
331,laascaanood,8.4774,47.3597,33.07,21,74,6.23,SO,2025-03-20 12:20:08
332,pierre,44.3683,-100.351,-3.18,80,0,5.14,US,2025-03-20 12:20:09
333,milot,19.6167,-72.2167,20.28,70,0,1.7,HT,2025-03-20 12:20:10
334,malayer,34.2969,48.8235,16.0,47,52,10.69,IR,2025-03-20 12:20:11
335,pyin oo lwin,22.0333,96.4667,23.24,27,0,1.49,MM,2025-03-20 12:20:12
336,hovd,48.0056,91.6419,-4.35,76,0,0.41,MN,2025-03-20 12:20:14
337,swakopmund,-22.6833,14.5333,20.48,88,91,3.93,NA,2025-03-20 12:20:15
338,porbandar,21.6422,69.6093,27.37,55,0,6.82,IN,2025-03-20 12:20:16
339,livingstone,-17.8419,25.8543,29.27,42,80,2.21,ZM,2025-03-20 12:20:17
340,trujillo,-8.116,-79.03,16.98,100,100,3.09,PE,2025-03-20 12:20:18
341,sao miguel do araguaia,-13.275,-50.1628,26.83,75,48,1.85,BR,2025-03-20 12:20:20
342,kiama,-34.6833,150.8667,23.65,83,62,2.68,AU,2025-03-20 12:20:22
343,belmonte,-15.8631,-38.8828,28.44,68,92,3.63,BR,2025-03-20 12:20:23
344,shakiso,5.75,38.9167,23.94,49,98,1.33,ET,2025-03-20 12:20:24
345,trinity beach,-16.7888,145.6968,25.94,89,75,1.03,AU,2025-03-20 12:20:26
346,dashiqiao,40.6373,122.5025,6.87,48,10,2.12,CN,2025-03-20 12:20:27
347,bossangoa,6.4926,17.4552,41.03,19,95,1.78,CF,2025-03-20 12:20:28
348,salacgriva,57.7536,24.3581,5.38,74,93,5.39,LV,2025-03-20 12:20:29
349,al bahah,20.0129,41.4677,18.74,49,17,6.35,SA,2025-03-20 12:20:30
350,karimganj,24.8667,92.35,28.13,38,0,1.96,IN,2025-03-20 12:20:32
351,cimin,39.7101,39.7021,-1.96,69,75,0.0,TR,2025-03-20 12:20:33
352,westport,41.1415,-73.3579,6.57,94,100,3.09,US,2025-03-20 12:20:34
353,namdrik,5.5994,168.1028,27.4,82,71,10.5,MH,2025-03-20 12:20:35
354,sinabang,2.4803,96.3801,27.45,77,100,0.2,ID,2025-03-20 12:20:36
355,pandan,14.0453,124.1694,25.17,80,100,8.05,PH,2025-03-20 12:20:37
356,the pas,53.8251,-101.2541,-8.99,79,100,2.06,CA,2025-03-20 12:20:39
357,fortuna,40.5982,-124.1573,6.31,97,100,2.57,US,2025-03-20 12:20:40
358,coquimbo,-29.9533,-71.3436,17.85,82,100,0.51,CL,2025-03-20 12:20:41
359,labrador city,52.9463,-66.9114,-4.05,80,100,4.63,CA,2025-03-20 12:20:42
360,tallinn,59.437,24.7535,6.64,70,40,7.2,EE,2025-03-20 12:20:43
361,galliano,29.4422,-90.2992,12.0,43,0,8.75,US,2025-03-20 12:20:45
362,fort st. john,56.2499,-120.8529,-1.06,74,100,2.57,CA,2025-03-20 12:20:46
363,port saint john's,-31.6229,29.5448,30.03,59,11,6.78,ZA,2025-03-20 12:20:47
364,miasskoye,55.2784,61.8905,5.48,67,64,4.22,RU,2025-03-20 12:20:48
365,gebeit,21.0667,36.3167,32.79,9,1,5.66,SD,2025-03-20 12:20:49
366,taltal,-25.4,-70.4833,19.72,76,4,1.16,CL,2025-03-20 12:20:50
367,sterling,39.0062,-77.4286,11.13,50,20,2.06,US,2025-03-20 12:20:52
368,vershino-darasunskiy,52.35,115.5167,2.23,78,61,5.29,RU,2025-03-20 12:20:53
369,tazovsky,67.4667,78.7,-11.93,95,86,5.54,RU,2025-03-20 12:20:54
370,usogorsk,63.4106,48.6872,-3.32,77,99,5.47,RU,2025-03-20 12:20:55
371,siwa oasis,29.2041,25.5195,19.26,26,0,5.4,EG,2025-03-20 12:20:56
372,magadan,59.5667,150.8,-13.96,75,99,5.14,RU,2025-03-20 12:20:59
373,palmer,42.1584,-72.3287,6.96,80,100,0.0,US,2025-03-20 12:21:00
374,susanville,40.4163,-120.653,1.91,83,0,5.14,US,2025-03-20 12:21:01
375,yuzhno-kurilsk,44.0306,145.8556,-1.81,90,74,3.31,RU,2025-03-20 12:21:03
376,kamensk-ural'skiy,56.4185,61.9329,1.4,71,20,5.69,RU,2025-03-20 12:21:04
377,klyuchi,52.2667,79.1667,4.75,83,97,5.79,RU,2025-03-20 12:21:05
378,robore,-18.3333,-59.75,24.05,88,7,0.0,BO,2025-03-20 12:21:06
379,manta,-0.95,-80.7333,23.88,94,75,1.54,EC,2025-03-20 12:21:07
380,sydney,-33.8679,151.2073,24.08,78,34,9.77,AU,2025-03-20 12:14:04
381,ta`u,-14.2336,-169.5144,28.0,79,99,6.22,AS,2025-03-20 12:21:10
382,vizinga,61.0749,50.1031,-1.42,71,90,4.5,RU,2025-03-20 12:21:11
383,turgen,43.4006,77.5933,16.46,46,5,0.69,KZ,2025-03-20 12:21:12
384,pasuquin,18.3328,120.6177,24.97,61,40,2.06,PH,2025-03-20 12:21:13
385,fort bragg,35.139,-79.006,13.91,60,0,4.63,US,2025-03-20 12:21:14
386,vrangel',42.7297,133.0839,2.22,90,91,1.2,RU,2025-03-20 12:21:16
387,rechka-vydrino,51.485,104.8461,6.18,77,99,2.99,RU,2025-03-20 12:21:17
388,puerto deseado,-47.7503,-65.8938,16.22,53,100,5.82,AR,2025-03-20 12:21:18
389,pisco,-13.7,-76.2167,20.03,83,75,0.0,PE,2025-03-20 12:21:19
390,martapura,-3.4167,114.85,24.05,100,40,1.54,ID,2025-03-20 12:21:20
391,ulladulla,-35.35,150.4667,21.3,80,27,3.78,AU,2025-03-20 12:21:21
392,belyy yar,53.6039,91.3903,12.94,41,0,2.0,RU,2025-03-20 12:21:23
393,samus',56.7475,84.6992,4.61,83,100,4.28,RU,2025-03-20 12:21:24
394,kiambu,-1.1667,36.8333,21.46,64,75,5.66,KE,2025-03-20 12:21:25
395,puerto armuelles,8.2833,-82.8667,25.61,84,88,1.79,PA,2025-03-20 12:21:26
396,kasane,-17.8167,25.15,30.05,42,40,3.6,BW,2025-03-20 12:21:27
397,santa ana,33.7456,-117.8678,13.94,52,0,0.0,US,2025-03-20 12:19:41
398,northam,51.0333,-4.2167,14.38,75,69,8.28,GB,2025-03-20 12:21:30
399,aksay,47.26,39.87,7.12,33,0,2.8,RU,2025-03-20 12:21:31
400,baoro,5.6667,15.9667,36.71,24,88,4.53,CF,2025-03-20 12:21:32
401,north bend,43.4065,-124.2243,7.87,87,74,7.72,US,2025-03-20 12:21:33
402,kuta,-8.7233,115.1723,25.97,94,75,2.06,ID,2025-03-20 12:21:35
403,vanimo,-2.6741,141.3028,26.72,85,87,2.01,PG,2025-03-20 12:21:36
404,victorica,-36.2151,-65.4359,24.48,52,69,3.35,AR,2025-03-20 12:21:37
405,qurayyat,31.3318,37.3428,18.1,24,40,8.23,SA,2025-03-20 12:21:38
406,boa vista,2.8197,-60.6733,25.99,83,75,5.14,BR,2025-03-20 12:21:41
407,miracema do tocantins,-9.5618,-48.3967,26.01,88,97,2.84,BR,2025-03-20 12:21:42
408,parabel',58.6978,81.4825,0.7,100,100,0.62,RU,2025-03-20 12:21:43
409,el granada,37.5027,-122.4694,9.36,91,100,1.54,US,2025-03-20 12:21:44
410,langres,47.8333,5.3333,13.45,58,12,8.09,FR,2025-03-20 12:21:45
411,nosy varika,-20.5833,48.5333,27.01,76,66,5.32,MG,2025-03-20 12:21:47
412,burgersdorp,-30.9977,26.3286,27.22,23,88,0.39,ZA,2025-03-20 12:21:48
413,oshawa,43.9001,-78.8496,10.11,71,100,3.6,CA,2025-03-20 12:21:49
414,mogadishu,2.0371,45.3438,29.93,79,20,5.14,SO,2025-03-20 12:21:50
415,kerikeri,-35.2268,173.9474,13.28,90,1,2.04,NZ,2025-03-20 12:21:51
416,tromso,69.6496,18.957,-2.99,86,75,4.12,NO,2025-03-20 12:21:53
417,port moresby,-9.4431,147.1797,25.42,89,100,1.12,PG,2025-03-20 12:21:54
418,bamboo flat,11.7,92.7167,29.05,79,75,2.06,IN,2025-03-20 12:21:55
419,papao,-17.75,-149.55,24.82,75,17,3.19,PF,2025-03-20 12:21:56
420,tual,-5.6667,132.75,28.62,77,100,2.19,ID,2025-03-20 12:19:39
421,mitchell,43.7094,-98.0298,-4.91,74,0,4.12,US,2025-03-20 12:21:59
422,alotau,-10.3069,150.4462,25.59,87,93,0.69,PG,2025-03-20 12:22:00
423,jijel,36.8205,5.7667,22.97,43,0,4.63,DZ,2025-03-20 12:22:01
424,yatou,37.15,122.3833,8.75,48,0,2.32,CN,2025-03-20 12:22:02
425,codrington,-38.2667,141.9667,15.59,80,100,5.93,AU,2025-03-20 12:22:03
426,gubkinskiy,64.434,76.5026,-8.89,93,8,4.68,RU,2025-03-20 12:22:05
427,boda,4.3189,17.4695,38.75,23,69,1.86,CF,2025-03-20 12:22:06
428,novodvinsk,64.4165,40.8122,-3.14,84,80,4.22,RU,2025-03-20 12:22:07
429,ribas do rio pardo,-20.4431,-53.7592,26.23,61,0,3.91,BR,2025-03-20 12:22:08
430,nova sintra,14.8667,-24.7167,20.41,81,2,12.9,CV,2025-03-20 12:22:09
431,jaen,38.0,-3.5,16.27,53,98,1.63,ES,2025-03-20 12:22:10
432,magistral'nyy,56.1725,107.4458,0.04,99,100,1.56,RU,2025-03-20 12:22:12
433,al hada,21.3675,40.2869,21.18,45,87,5.97,SA,2025-03-20 12:22:13
434,robbah,33.2797,6.9098,22.8,34,0,8.75,DZ,2025-03-20 12:22:14
435,karratha,-20.7377,116.8463,29.66,59,32,5.03,AU,2025-03-20 12:22:15
436,norilsk,69.3535,88.2027,-14.91,93,77,3.15,RU,2025-03-20 12:19:23
437,crucecita,-28.95,-58.9833,24.27,33,0,4.69,AR,2025-03-20 12:22:18
438,kupang,-10.1667,123.5833,27.32,100,75,1.54,ID,2025-03-20 12:22:20
439,aykhal,66.0,111.5,-15.2,97,100,4.15,RU,2025-03-20 12:22:21
440,newcastle west,52.4492,-9.0611,15.62,72,97,5.93,IE,2025-03-20 12:22:22
441,kotka,60.4664,26.9458,6.29,92,91,5.81,FI,2025-03-20 12:22:24
442,ico,-6.4011,-38.8622,27.91,71,79,1.49,BR,2025-03-20 12:22:26
443,klaksvik,62.2266,-6.589,7.08,91,100,8.35,FO,2025-03-20 12:22:27
444,zanjan,36.6736,48.4787,14.83,47,75,7.2,IR,2025-03-20 12:22:29
445,baneh,35.9975,45.8853,7.78,90,100,4.94,IR,2025-03-20 12:22:30
446,pingliang,35.5392,106.6861,9.22,19,25,1.99,CN,2025-03-20 12:22:31
447,grand falls-windsor,48.9332,-55.6649,-0.83,90,29,3.86,CA,2025-03-20 12:22:32
448,volodarskiy,46.4013,48.5409,9.72,38,95,4.51,RU,2025-03-20 12:22:33
449,sallisaw,35.4604,-94.7875,3.98,57,0,5.66,US,2025-03-20 12:22:35
450,yemetsk,63.4721,41.7941,-2.27,84,87,4.49,RU,2025-03-20 12:22:36
451,bodo,67.28,14.405,1.02,69,75,3.6,NO,2025-03-20 12:22:37
452,smithers,54.7804,-127.1743,2.18,69,20,2.57,CA,2025-03-20 12:22:38
453,uacu cungo,-11.3634,15.1208,24.95,69,99,0.73,AO,2025-03-20 12:22:39
454,el alto,-4.2714,-81.2147,23.97,67,99,3.54,PE,2025-03-20 12:22:40
455,tal'menka,53.8183,83.5677,3.93,77,92,4.22,RU,2025-03-20 12:22:42
456,nuku'alofa,-21.1333,-175.2,26.19,94,40,2.06,TO,2025-03-20 12:22:43
457,katsuura,35.1333,140.3,8.62,55,0,2.88,JP,2025-03-20 12:22:44
458,bulgan,48.8125,103.5347,5.82,50,18,2.81,MN,2025-03-20 12:22:45
459,barra de santo antonio,-9.4047,-35.5072,28.51,69,9,3.05,BR,2025-03-20 12:22:46
460,calabozo,8.9242,-67.4293,27.83,61,100,4.06,VE,2025-03-20 12:22:48
461,kapuskasing,49.4169,-82.4331,-6.95,79,100,7.72,CA,2025-03-20 12:22:49
462,thakurgaon,26.0333,88.4667,31.58,14,5,2.32,BD,2025-03-20 12:22:50
463,coahuayana de hidalgo,18.7,-103.6583,20.37,45,100,1.24,MX,2025-03-20 12:22:51
464,el trebol,-32.2008,-61.7014,22.23,69,11,1.34,AR,2025-03-20 12:22:52
465,berezovyy,51.6667,135.7,-5.74,98,100,1.15,RU,2025-03-20 12:22:54
466,sao raimundo nonato,-9.0153,-42.6994,26.5,79,48,1.6,BR,2025-03-20 12:22:55
467,kumi,36.1136,128.336,11.75,56,0,2.51,KR,2025-03-20 12:20:32
468,namie,37.4833,141.0,4.43,66,21,2.73,JP,2025-03-20 12:22:57
469,malmberget,67.1753,20.6549,-2.69,54,0,7.2,SE,2025-03-20 12:22:58
470,clinton,42.587,-82.9199,9.01,67,40,11.32,US,2025-03-20 12:22:59
471,saurimo,-9.6608,20.3916,21.93,88,98,2.48,AO,2025-03-20 12:23:01
472,orange walk,17.8333,-88.8333,23.11,84,91,1.11,BZ,2025-03-20 12:23:02
473,toliara,-23.35,43.6667,29.52,57,89,4.51,MG,2025-03-20 12:23:03
474,parauapebas,-6.0675,-49.9022,26.99,83,75,2.06,BR,2025-03-20 12:23:04
475,nouadhibou,20.931,-17.0347,22.99,53,0,9.77,MR,2025-03-20 12:23:05
476,taoudenni,22.6783,-3.9836,38.74,6,4,6.57,ML,2025-03-20 12:23:07
477,bonthe,7.5264,-12.505,30.56,62,77,3.06,SL,2025-03-20 12:23:08
478,homer,59.6425,-151.5483,3.36,85,100,0.0,US,2025-03-20 12:23:09
479,almodovar del rio,37.8336,-5.0167,17.49,77,20,2.57,ES,2025-03-20 12:23:10
480,manado,1.487,124.8455,25.43,94,40,1.03,ID,2025-03-20 12:23:11
481,pingdingshan,33.7385,113.3012,15.22,21,0,4.21,CN,2025-03-20 12:23:13
482,kingston,17.997,-76.7936,24.53,61,20,3.09,JM,2025-03-20 12:23:14
483,rio maior,39.3373,-8.9391,14.58,75,43,0.89,PT,2025-03-20 12:23:15
484,sumbawanga,-7.9667,31.6167,17.68,89,97,2.21,TZ,2025-03-20 12:23:17
485,bhag,29.0415,67.8239,34.02,8,0,2.88,PK,2025-03-20 12:23:19
486,bandon,51.7469,-8.7425,13.77,79,85,8.03,IE,2025-03-20 12:23:20
487,ariquemes,-9.9133,-63.0408,24.06,96,90,0.55,BR,2025-03-20 12:23:21
488,ibimirim,-8.5406,-37.6903,28.87,54,8,2.66,BR,2025-03-20 12:23:22
489,villa de arista,22.65,-100.8333,10.55,84,78,5.34,MX,2025-03-20 12:23:23
490,tadmur,34.5608,38.2805,13.77,48,46,2.08,SY,2025-03-20 12:23:25
491,igrim,63.1906,64.4162,-1.26,82,100,3.94,RU,2025-03-20 12:23:26
492,wynyard,-41.0,145.7167,12.33,77,83,1.34,AU,2025-03-20 12:23:27
493,lorengau,-2.0226,147.2712,27.7,79,81,2.52,PG,2025-03-20 12:23:28
494,cabimas,10.3883,-71.4399,26.17,81,84,1.65,VE,2025-03-20 12:23:29
495,yeniseysk,58.4497,92.1703,1.9,99,100,2.31,RU,2025-03-20 12:23:30
496,mil'kovo,55.6078,37.7956,9.24,42,40,5.61,RU,2025-03-20 12:23:32
497,punta arenas,-53.15,-70.9167,7.06,81,0,7.72,CL,2025-03-20 12:23:33
498,ermelo,-26.5333,29.9833,24.52,35,40,2.37,ZA,2025-03-20 12:23:34
499,mazagao,-0.115,-51.2894,25.58,87,97,1.96,BR,2025-03-20 12:23:35
500,vryburg,-26.9566,24.7284,25.98,40,95,4.07,ZA,2025-03-20 12:23:36
501,motygino,58.1831,94.7592,1.17,100,100,1.58,RU,2025-03-20 12:23:38
502,newman,37.3138,-121.0208,7.81,88,86,1.79,US,2025-03-20 12:23:39
503,copala,16.65,-98.9833,22.86,63,4,1.45,MX,2025-03-20 12:23:40
504,maumere,-8.6199,122.2111,26.27,84,100,1.7,ID,2025-03-20 12:23:41
505,dame-marie,18.5667,-74.4167,22.89,67,0,5.01,HT,2025-03-20 12:23:42
506,turpan,42.9333,89.1667,17.59,8,0,2.15,CN,2025-03-20 12:23:44
507,fale old settlement,-9.3852,-171.2468,28.16,75,98,2.62,TK,2025-03-20 12:23:45
508,dossor,47.5272,52.9811,8.92,36,100,6.62,KZ,2025-03-20 12:23:46
509,lashio,22.9333,97.75,25.25,22,29,1.25,MM,2025-03-20 12:23:47
510,ljusdal,61.8288,16.0913,5.26,77,93,2.16,SE,2025-03-20 12:23:48
511,huadian,42.9633,126.7478,7.86,49,82,4.12,CN,2025-03-20 12:23:49
512,al qadarif,14.0349,35.3834,38.99,8,15,5.46,SD,2025-03-20 12:23:51
513,ephraim,39.3597,-111.5863,-1.22,79,100,2.58,US,2025-03-20 12:23:52
514,kailua-kona,19.6406,-155.9956,23.11,83,0,2.57,US,2025-03-20 12:23:53
515,ban dung,17.699,103.2596,23.9,100,67,3.19,TH,2025-03-20 12:23:54
516,gadzhiyevo,69.2551,33.3362,-4.39,82,84,10.71,RU,2025-03-20 12:23:55
517,howard springs,-12.497,131.047,28.95,98,94,1.45,AU,2025-03-20 12:23:57
518,la passe,45.5549,-0.8967,16.62,67,98,9.37,FR,2025-03-20 12:23:58
519,morris,40.8334,-74.5329,5.68,91,100,2.06,US,2025-03-20 12:23:59
520,vilhena,-12.7406,-60.1458,23.12,94,40,2.57,BR,2025-03-20 12:24:00
521,nantucket,41.2835,-70.0995,6.06,87,100,3.6,US,2025-03-20 12:24:01
522,jorpeland,59.0225,6.0408,8.95,68,33,1.9,NO,2025-03-20 12:24:02
523,bethanie,-26.4833,17.15,28.06,44,91,8.49,NA,2025-03-20 12:24:04
524,cacoal,-11.4386,-61.4472,23.57,94,100,0.37,BR,2025-03-20 12:24:05
525,wanxian,30.8039,108.3897,16.59,57,100,0.58,CN,2025-03-20 12:24:06
526,mantua,45.1667,10.7833,14.63,54,17,1.34,IT,2025-03-20 12:24:08
527,khulm,36.6974,67.6983,25.01,21,0,4.4,AF,2025-03-20 12:24:11
528,tommot,58.9564,126.2925,-5.63,92,100,6.36,RU,2025-03-20 12:24:12
529,port shepstone,-30.7414,30.455,25.84,77,0,9.69,ZA,2025-03-20 12:24:13
530,missoula,47.0166,-113.8009,-6.47,93,100,0.73,US,2025-03-20 12:24:15
531,tarauaca,-8.1614,-70.7656,22.58,97,99,1.08,BR,2025-03-20 12:24:16
532,muromtsevo,56.3724,75.2418,2.08,100,100,2.27,RU,2025-03-20 12:24:17
533,oliveira dos brejinhos,-12.3169,-42.8961,32.21,38,73,1.76,BR,2025-03-20 12:24:18
534,tiznit,29.5833,-9.5,23.47,25,0,4.63,MA,2025-03-20 12:24:19
535,faaa,-17.55,-149.6,24.98,88,0,1.03,PF,2025-03-20 12:24:20
536,toamasina,-18.1667,49.3833,29.0,74,75,8.23,MG,2025-03-20 12:24:22
537,conception bay south,47.4999,-52.9981,1.36,96,97,4.43,CA,2025-03-20 12:24:23
538,mukalla,14.5425,49.1242,28.3,56,11,3.67,YE,2025-03-20 12:24:24
539,hepingjie,42.0597,126.9158,2.23,62,80,2.38,CN,2025-03-20 12:24:25
540,mandal,25.45,74.5667,32.93,12,26,5.95,IN,2025-03-20 12:24:26
541,puerto penasco,31.3167,-113.5333,17.39,34,5,4.52,MX,2025-03-20 12:24:28
542,viradouro,-20.8731,-48.2969,21.37,81,34,3.21,BR,2025-03-20 12:24:29
543,nema,57.5067,50.5011,-0.27,77,63,4.35,RU,2025-03-20 12:24:30
544,fortaleza,-3.7227,-38.5247,30.07,74,75,6.17,BR,2025-03-20 12:24:31
545,at-bashi,41.1702,75.8106,1.46,76,1,1.47,KG,2025-03-20 12:24:32
546,carutapera,-1.195,-46.02,26.17,92,84,3.22,BR,2025-03-20 12:24:34
547,rio brilhante,-21.8019,-54.5464,26.27,57,0,3.85,BR,2025-03-20 12:24:35
548,ardakan,32.31,54.0175,30.15,8,47,3.48,IR,2025-03-20 12:24:36
549,jikamshi,12.1733,7.7742,37.68,5,99,5.95,NG,2025-03-20 12:24:37
550,perugorria,-29.3413,-58.6106,24.75,32,0,5.38,AR,2025-03-20 12:24:38
551,san luis de la loma,17.2706,-100.8939,22.91,48,5,1.39,MX,2025-03-20 12:24:39
552,laishevo,55.4046,49.5504,1.12,79,51,5.99,RU,2025-03-20 12:24:41
553,i-n-salah,27.1935,2.4607,32.88,5,8,3.33,DZ,2025-03-20 12:24:42
554,dryden,49.7833,-92.7503,-11.84,85,20,2.57,CA,2025-03-20 12:24:43
555,lesosibirsk,58.2358,92.4828,2.48,98,100,2.6,RU,2025-03-20 12:24:44
556,tomatlan,19.9333,-105.25,15.36,41,34,1.09,MX,2025-03-20 12:24:45
557,coyhaique,-45.5752,-72.0662,11.69,99,100,2.83,CL,2025-03-20 12:24:47
558,villa gesell,-37.2639,-56.973,21.07,85,14,3.26,AR,2025-03-20 12:24:48
559,zapolyarnyy,69.4154,30.8136,-6.01,84,55,7.92,RU,2025-03-20 12:24:49
560,lodja,-3.4833,23.4333,26.55,67,99,1.33,CD,2025-03-20 12:24:50
561,nasugbu,14.1,120.6833,24.3,77,100,5.57,PH,2025-03-20 12:24:51
562,vernon,50.2581,-119.2691,3.75,83,100,3.6,CA,2025-03-20 12:24:53
563,aldama,22.9167,-98.0667,18.56,67,66,8.02,MX,2025-03-20 12:24:54
564,masuda,34.6667,131.85,7.59,84,9,4.83,JP,2025-03-20 12:24:55
